year,region,latitude,longitude,population,values_year,1_against_people_indicator,2_against_freedom_indicator,3_sexual_freedom_indicator,4_family_relationships_indicator,5_property_crimes_indicator,6_collective_security_indicator,7_forgeries_indicator,8_public_administration_indicator,9_justice_administration_indicator,Values_year_PCA
2013,3,39.5712,2.6466,1111674.0,274,0,0,0,1,0,0,0,0,0,-0.4597218351839883
2013,5,28.2916,-16.6291,2118679.0,1117,0,0,0,1,0,0,0,0,0,-0.4322813585654636
2013,4,43.1828,-3.9878,591888.0,54,0,0,0,1,0,0,0,0,0,-0.4659545474151248
2013,7,41.6523,-4.7245,2519875.0,282,0,0,0,1,0,0,0,0,0,-0.4579847033828481
2013,6,39.8628,-4.0273,2100998.0,392,0,0,0,1,0,0,0,0,0,-0.45751677986777106
2013,8,41.3851,2.1734,7553650.0,2358,0,0,0,1,0,0,0,0,0,-0.38694858081887723
2013,11,39.4699,-0.3763,5113815.0,967,0,0,0,1,0,0,0,0,0,-0.43240206609835724
2013,12,39.4765,-6.3722,1104004.0,251,0,0,0,1,0,0,0,0,0,-0.46026813907891745
2013,13,42.5751,-8.1339,2765940.0,236,0,0,0,1,0,0,0,0,0,-0.46045890470442336
2013,14,40.4168,-3.7038,6495551.0,1232,0,0,0,1,0,0,0,0,0,-0.42669002813749024
2013,15,37.9922,-1.1307,1472049.0,493,0,0,0,1,0,0,0,0,0,-0.4477416141004064
2013,16,42.6954,-1.6761,644477.0,119,0,0,0,1,0,0,0,0,0,-0.46430979384115284
2013,17,43.263,-2.9349,2191682.0,498,0,0,0,1,0,0,0,0,0,-0.4530443709547517
2013,18,42.2871,-2.5396,322027.0,32,0,0,0,1,0,0,0,0,0,-0.4668637438402052
2013,9,35.8894,-5.3198,84180.0,55,0,0,0,1,0,0,0,0,0,-0.46597261428196485
2013,10,35.293,-2.9387,83679.0,22,0,0,0,1,0,0,0,0,0,-0.46682514780346757
2019,0,37.3873,-5.9869,8414240.0,239711,0,0,0,0,1,0,0,0,0,8.840655682725323
2019,1,41.6488,-0.8891,1319291.0,31651,0,0,0,0,1,0,0,0,0,0.6507519017706577
2019,2,43.3619,-5.8494,1022800.0,19066,0,0,0,0,1,0,0,0,0,0.2388232347801983
2019,3,39.5712,2.6466,1149460.0,58274,0,0,0,0,1,0,0,0,0,1.6193298851635862
2019,5,28.2916,-16.6291,2153389.0,64716,0,0,0,0,1,0,0,0,0,1.9115295502582657
2019,4,43.1828,-3.9878,581078.0,12953,0,0,0,0,1,0,0,0,0,0.013135788977798355
2019,7,41.6523,-4.7245,2399548.0,56640,0,0,0,0,1,0,0,0,0,1.628408579676105
2019,6,39.8628,-4.0273,2032863.0,50473,0,0,0,0,1,0,0,0,0,1.3656679087306247
2019,8,41.3851,2.1734,7675217.0,425113,0,0,0,0,1,0,0,0,0,13.837719559067265
2019,11,39.4699,-0.3763,5003769.0,174091,0,0,0,0,1,0,0,0,0,6.280323368999957
2019,12,39.4765,-6.3722,1067710.0,18583,0,0,0,0,1,0,0,0,0,0.2328424385605323
2019,13,42.5751,-8.1339,2699499.0,56924,0,0,0,0,1,0,0,0,0,1.5860458992852096
2019,14,40.4168,-3.7038,6663394.0,337836,0,0,0,0,1,0,0,0,0,11.83505209632126
2019,15,37.9922,-1.1307,1493898.0,41700,0,0,0,0,1,0,0,0,0,1.0392016144594158
2019,16,42.6954,-1.6761,654214.0,21485,0,0,0,0,1,0,0,0,0,0.26601039625018397
2019,17,43.263,-2.9349,2207776.0,71978,0,0,0,0,1,0,0,0,0,2.023112996071499
2019,18,42.2871,-2.5396,316798.0,6179,0,0,0,0,1,0,0,0,0,-0.24563850679187618
2019,9,35.8894,-5.3198,84777.0,2159,0,0,0,0,1,0,0,0,0,-0.3815133391644703
2019,10,35.293,-2.9387,86487.0,3281,0,0,0,0,1,0,0,0,0,-0.3510481752425604
2018,0,37.3873,-5.9869,8384408.0,240939,0,0,0,0,1,0,0,0,0,8.854340838613972
2018,1,41.6488,-0.8891,1308728.0,29952,0,0,0,0,1,0,0,0,0,0.6396583197166461
2018,2,43.3619,-5.8494,1028244.0,18807,0,0,0,0,1,0,0,0,0,0.24043026259211608
2018,3,39.5712,2.6466,1128908.0,55800,0,0,0,0,1,0,0,0,0,1.5531571318828703
2018,5,28.2916,-16.6291,2127685.0,61599,0,0,0,0,1,0,0,0,0,1.900746993637949
2018,4,43.1828,-3.9878,580229.0,12552,0,0,0,0,1,0,0,0,0,0.0018160994934759297
2018,7,41.6523,-4.7245,2409164.0,55843,0,0,0,0,1,0,0,0,0,1.61713113369763
2018,6,39.8628,-4.0273,2026807.0,49886,0,0,0,0,1,0,0,0,0,1.3551096953014712
2018,8,41.3851,2.1734,7600065.0,409295,0,0,0,0,1,0,0,0,0,13.07589874984048
2018,11,39.4699,-0.3763,4963703.0,175524,0,0,0,0,1,0,0,0,0,6.333551480094731
2018,12,39.4765,-6.3722,1072863.0,18333,0,0,0,0,1,0,0,0,0,0.24051359407262565
2018,13,42.5751,-8.1339,2701743.0,55664,0,0,0,0,1,0,0,0,0,1.5550790569375235
2018,14,40.4168,-3.7038,6578079.0,325802,0,0,0,0,1,0,0,0,0,11.561192970544674
2018,15,37.9922,-1.1307,1478509.0,40812,0,0,0,0,1,0,0,0,0,1.0190344311229547
2018,16,42.6954,-1.6761,647554.0,19908,0,0,0,0,1,0,0,0,0,0.23538459972073877
2018,17,43.263,-2.9349,2199088.0,68582,0,0,0,0,1,0,0,0,0,1.949304616254363
2018,18,42.2871,-2.5396,315675.0,5894,0,0,0,0,1,0,0,0,0,-0.2410532643013641
2018,9,35.8894,-5.3198,85144.0,2243,0,0,0,0,1,0,0,0,0,-0.3754229362073094
2018,10,35.293,-2.9387,86384.0,3329,0,0,0,0,1,0,0,0,0,-0.35589193946135994
2017,0,37.3873,-5.9869,8379820.0,242164,0,0,0,0,1,0,0,0,0,8.950856800422596
2017,1,41.6488,-0.8891,1308750.0,28437,0,0,0,0,1,0,0,0,0,0.6601298185618288
2017,2,43.3619,-5.8494,1034960.0,17964,0,0,0,0,1,0,0,0,0,0.260480834489834
2017,3,39.5712,2.6466,1115999.0,55129,0,0,0,0,1,0,0,0,0,1.5150371776203653
2017,5,28.2916,-16.6291,2108121.0,62255,0,0,0,0,1,0,0,0,0,1.8688091421096065
2017,4,43.1828,-3.9878,580295.0,12678,0,0,0,0,1,0,0,0,0,-0.010795387895727529
2017,7,41.6523,-4.7245,2425801.0,53459,0,0,0,0,1,0,0,0,0,1.6496202401160116
2017,6,39.8628,-4.0273,2031479.0,46528,0,0,0,0,1,0,0,0,0,1.4078122915333318
2017,8,41.3851,2.1734,7555830.0,361790,0,0,0,0,1,0,0,0,0,12.948334747584274
2017,11,39.4699,-0.3763,4941509.0,173357,0,0,0,0,1,0,0,0,0,6.511187337453713
2017,12,39.4765,-6.3722,1079920.0,18059,0,0,0,0,1,0,0,0,0,0.2547027150255042
2017,13,42.5751,-8.1339,2708339.0,51864,0,0,0,0,1,0,0,0,0,1.578062757554333
2017,14,40.4168,-3.7038,6507184.0,319369,0,0,0,0,1,0,0,0,0,11.365221428927189
2017,15,37.9922,-1.1307,1470273.0,38611,0,0,0,0,1,0,0,0,0,1.0092137206301557
2017,16,42.6954,-1.6761,643234.0,18463,0,0,0,0,1,0,0,0,0,0.2448940786373161
2017,17,43.263,-2.9349,2194158.0,62871,0,0,0,0,1,0,0,0,0,1.9551322732080698
2017,18,42.2871,-2.5396,315381.0,5676,0,0,0,0,1,0,0,0,0,-0.23236495759803183
2017,9,35.8894,-5.3198,84959.0,2132,0,0,0,0,1,0,0,0,0,-0.3672437503021078
2017,10,35.293,-2.9387,86120.0,2826,0,0,0,0,1,0,0,0,0,-0.35837090153427265
2016,0,37.3873,-5.9869,8388107.0,243163,0,0,0,0,1,0,0,0,0,9.333692306505498
2016,1,41.6488,-0.8891,1308563.0,28874,0,0,0,0,1,0,0,0,0,0.7003429701291853
2016,2,43.3619,-5.8494,1042608.0,18359,0,0,0,0,1,0,0,0,0,0.292078764916252
2016,3,39.5712,2.6466,1107220.0,51859,0,0,0,0,1,0,0,0,0,1.5836183995042241
2016,5,28.2916,-16.6291,2101924.0,61781,0,0,0,0,1,0,0,0,0,1.8833125263293882
2016,4,43.1828,-3.9878,582206.0,12290,0,0,0,0,1,0,0,0,0,-0.016214186600740945
2016,7,41.6523,-4.7245,2447519.0,54234,0,0,0,0,1,0,0,0,0,1.7082708372281241
2016,6,39.8628,-4.0273,2041631.0,46605,0,0,0,0,1,0,0,0,0,1.498194310706867
2016,8,41.3851,2.1734,7522596.0,344365,0,0,0,0,1,0,0,0,0,13.163132092983297
2016,11,39.4699,-0.3763,4959968.0,177644,0,0,0,0,1,0,0,0,0,6.8126036251585855
2016,12,39.4765,-6.3722,1087778.0,18274,0,0,0,0,1,0,0,0,0,0.2810175714365523
2016,13,42.5751,-8.1339,2718525.0,52691,0,0,0,0,1,0,0,0,0,1.6263011123558644
2016,14,40.4168,-3.7038,6466996.0,314569,0,0,0,0,1,0,0,0,0,11.39756163618078
2016,15,37.9922,-1.1307,1464847.0,38128,0,0,0,0,1,0,0,0,0,1.0400036305086222
2016,16,42.6954,-1.6761,640647.0,18875,0,0,0,0,1,0,0,0,0,0.2268491103465541
2016,17,43.263,-2.9349,2189534.0,62837,0,0,0,0,1,0,0,0,0,1.9878951609112343
2016,18,42.2871,-2.5396,315794.0,5764,0,0,0,0,1,0,0,0,0,-0.21548611165888423
2016,9,35.8894,-5.3198,84519.0,2361,0,0,0,0,1,0,0,0,0,-0.3584685166323571
2016,10,35.293,-2.9387,86026.0,2953,0,0,0,0,1,0,0,0,0,-0.3599516475074565
2015,0,37.3873,-5.9869,8399043.0,241975,0,0,0,0,1,0,0,0,0,9.945536257786154
2015,1,41.6488,-0.8891,1317847.0,29101,0,0,0,0,1,0,0,0,0,0.7865358187043525
2015,2,43.3619,-5.8494,1051229.0,18946,0,0,0,0,1,0,0,0,0,0.3136159292951548
2015,3,39.5712,2.6466,1104479.0,50642,0,0,0,0,1,0,0,0,0,1.6808405589038289
2015,5,28.2916,-16.6291,2100306.0,60740,0,0,0,0,1,0,0,0,0,1.959527442229362
2015,4,43.1828,-3.9878,585179.0,11661,0,0,0,0,1,0,0,0,0,-0.0036450799666505208
2015,7,41.6523,-4.7245,2472052.0,54991,0,0,0,0,1,0,0,0,0,1.7913308860508936
2015,6,39.8628,-4.0273,2059191.0,49126,0,0,0,0,1,0,0,0,0,1.5561079779607678
2015,8,41.3851,2.1734,7508106.0,350445,0,0,0,0,1,0,0,0,0,13.530842462541743
2015,11,39.4699,-0.3763,4980689.0,179704,0,0,0,0,1,0,0,0,0,7.291266767147265
2015,12,39.4765,-6.3722,1092997.0,18942,0,0,0,0,1,0,0,0,0,0.2968312248981146
2015,13,42.5751,-8.1339,2732347.0,53286,0,0,0,0,1,0,0,0,0,1.6701076237218482
2015,14,40.4168,-3.7038,6436996.0,304377,0,0,0,0,1,0,0,0,0,11.712487094827603
2015,15,37.9922,-1.1307,1467288.0,39276,0,0,0,0,1,0,0,0,0,1.0713038784462157
2015,16,42.6954,-1.6761,640476.0,17511,0,0,0,0,1,0,0,0,0,0.20452312030440947
2015,17,43.263,-2.9349,2189257.0,62875,0,0,0,0,1,0,0,0,0,2.0346380094361716
2015,18,42.2871,-2.5396,317053.0,6260,0,0,0,0,1,0,0,0,0,-0.20255601795136002
2015,9,35.8894,-5.3198,84263.0,2723,0,0,0,0,1,0,0,0,0,-0.3494138032847542
2015,10,35.293,-2.9387,85584.0,2955,0,0,0,0,1,0,0,0,0,-0.3623366932025085
2014,0,37.3873,-5.9869,8402305.0,249797,0,0,0,0,1,0,0,0,0,10.53312319049198
2014,1,41.6488,-0.8891,1325385.0,30042,0,0,0,0,1,0,0,0,0,0.8912880871890732
2014,2,43.3619,-5.8494,1061756.0,19530,0,0,0,0,1,0,0,0,0,0.306720291182574
2014,3,39.5712,2.6466,1103442.0,52211,0,0,0,0,1,0,0,0,0,1.7502973700101978
2014,5,28.2916,-16.6291,2104815.0,59759,0,0,0,0,1,0,0,0,0,2.0323753687618105
2014,4,43.1828,-3.9878,588656.0,11701,0,0,0,0,1,0,0,0,0,-0.0008846700917911713
2014,7,41.6523,-4.7245,2494790.0,55997,0,0,0,0,1,0,0,0,0,1.8379811908909907
2014,6,39.8628,-4.0273,2078611.0,50648,0,0,0,0,1,0,0,0,0,1.5803052896037575
2014,8,41.3851,2.1734,7518903.0,351985,0,0,0,0,1,0,0,0,0,13.834438226157948
2014,11,39.4699,-0.3763,5004844.0,187271,0,0,0,0,1,0,0,0,0,7.734549354727016
2014,12,39.4765,-6.3722,1099632.0,19164,0,0,0,0,1,0,0,0,0,0.30223694136790097
2014,13,42.5751,-8.1339,2748695.0,53652,0,0,0,0,1,0,0,0,0,1.6777106319436075
2014,14,40.4168,-3.7038,6454440.0,304167,0,0,0,0,1,0,0,0,0,11.984392964037013
2014,15,37.9922,-1.1307,1466818.0,37824,0,0,0,0,1,0,0,0,0,1.116365685199703
2014,16,42.6954,-1.6761,640790.0,19231,0,0,0,0,1,0,0,0,0,0.14475491797351117
2014,17,43.263,-2.9349,2188985.0,63332,0,0,0,0,1,0,0,0,0,2.034018341926075
2014,18,42.2871,-2.5396,319002.0,6352,0,0,0,0,1,0,0,0,0,-0.19402085574410918
2014,9,35.8894,-5.3198,84963.0,2767,0,0,0,0,1,0,0,0,0,-0.348067026254833
2014,10,35.293,-2.9387,84509.0,2627,0,0,0,0,1,0,0,0,0,-0.3586254882051615
2013,0,37.3873,-5.9869,8440300.0,273325,0,0,0,0,1,0,0,0,0,10.920392475370024
2013,1,41.6488,-0.8891,1347150.0,32032,0,0,0,0,1,0,0,0,0,0.9912300247308797
2013,2,43.3619,-5.8494,1068165.0,20834,0,0,0,0,1,0,0,0,0,0.2795921007980255
2013,3,39.5712,2.6466,1111674.0,57282,0,0,0,0,1,0,0,0,0,1.7176814573132981
2013,5,28.2916,-16.6291,2118679.0,62970,0,0,0,0,1,0,0,0,0,2.0126726286955363
2013,4,43.1828,-3.9878,591888.0,11875,0,0,0,0,1,0,0,0,0,-0.0021642166151414535
2013,7,41.6523,-4.7245,2519875.0,58837,0,0,0,0,1,0,0,0,0,1.868577162932211
2013,6,39.8628,-4.0273,2100998.0,53668,0,0,0,0,1,0,0,0,0,1.542527697726048
2013,8,41.3851,2.1734,7553650.0,361187,0,0,0,0,1,0,0,0,0,14.17805196460672
2013,11,39.4699,-0.3763,5113815.0,201297,0,0,0,0,1,0,0,0,0,8.052397912434108
2013,12,39.4765,-6.3722,1104004.0,20336,0,0,0,0,1,0,0,0,0,0.2985584556824481
2013,13,42.5751,-8.1339,2765940.0,56486,0,0,0,0,1,0,0,0,0,1.6203009206252132
2013,14,40.4168,-3.7038,6495551.0,317363,0,0,0,0,1,0,0,0,0,12.227386602308606
2013,15,37.9922,-1.1307,1472049.0,40564,0,0,0,0,1,0,0,0,0,1.1346061276935102
2013,16,42.6954,-1.6761,644477.0,17447,0,0,0,0,1,0,0,0,0,0.09750130816259356
2013,17,43.263,-2.9349,2191682.0,65419,0,0,0,0,1,0,0,0,0,2.035281598916949
2013,18,42.2871,-2.5396,322027.0,7086,0,0,0,0,1,0,0,0,0,-0.20074315748137483
2013,9,35.8894,-5.3198,84180.0,3046,0,0,0,0,1,0,0,0,0,-0.348001154928238
2013,10,35.293,-2.9387,83679.0,2834,0,0,0,0,1,0,0,0,0,-0.3589129573009413
2019,0,37.3873,-5.9869,8414240.0,15094,0,0,0,0,0,1,0,0,0,0.04218413421878317
2019,1,41.6488,-0.8891,1319291.0,1360,0,0,0,0,0,1,0,0,0,-0.42447518888834024
2019,2,43.3619,-5.8494,1022800.0,1205,0,0,0,0,0,1,0,0,0,-0.426677098630801
2019,3,39.5712,2.6466,1149460.0,2880,0,0,0,0,0,1,0,0,0,-0.3711040222357368
2019,5,28.2916,-16.6291,2153389.0,3439,0,0,0,0,0,1,0,0,0,-0.344577562871902
2019,4,43.1828,-3.9878,581078.0,716,0,0,0,0,0,1,0,0,0,-0.439933747733182
2019,7,41.6523,-4.7245,2399548.0,2911,0,0,0,0,0,1,0,0,0,-0.3705524886030568
2019,6,39.8628,-4.0273,2032863.0,3224,0,0,0,0,0,1,0,0,0,-0.36516212464854403
2019,8,41.3851,2.1734,7675217.0,8938,0,0,0,0,0,1,0,0,0,-0.14573683456196143
2019,11,39.4699,-0.3763,5003769.0,7739,0,0,0,0,0,1,0,0,0,-0.1788553167841539
2019,12,39.4765,-6.3722,1067710.0,1248,0,0,0,0,0,1,0,0,0,-0.42910998010001755
2019,13,42.5751,-8.1339,2699499.0,4992,0,0,0,0,0,1,0,0,0,-0.295642301966968
2019,14,40.4168,-3.7038,6663394.0,7696,0,0,0,0,0,1,0,0,0,-0.23255148550003815
2019,15,37.9922,-1.1307,1493898.0,1664,0,0,0,0,0,1,0,0,0,-0.41453233380260396
2019,16,42.6954,-1.6761,654214.0,1583,0,0,0,0,0,1,0,0,0,-0.42596548125329103
2019,17,43.263,-2.9349,2207776.0,2773,0,0,0,0,0,1,0,0,0,-0.3727559192661323
2019,18,42.2871,-2.5396,316798.0,413,0,0,0,0,0,1,0,0,0,-0.4551374868476408
2019,9,35.8894,-5.3198,84777.0,509,0,0,0,0,0,1,0,0,0,-0.4515542270086204
2019,10,35.293,-2.9387,86487.0,348,0,0,0,0,0,1,0,0,0,-0.4582137950010478
2018,0,37.3873,-5.9869,8384408.0,13862,0,0,0,0,0,1,0,0,0,0.037130674743902865
2018,1,41.6488,-0.8891,1308728.0,1244,0,0,0,0,0,1,0,0,0,-0.4269326153643882
2018,2,43.3619,-5.8494,1028244.0,1051,0,0,0,0,0,1,0,0,0,-0.42590510594704817
2018,3,39.5712,2.6466,1128908.0,2676,0,0,0,0,0,1,0,0,0,-0.3732024906379823
2018,5,28.2916,-16.6291,2127685.0,3296,0,0,0,0,0,1,0,0,0,-0.34661289542280815
2018,4,43.1828,-3.9878,580229.0,748,0,0,0,0,0,1,0,0,0,-0.439687255411903
2018,7,41.6523,-4.7245,2409164.0,2709,0,0,0,0,0,1,0,0,0,-0.3716860158510209
2018,6,39.8628,-4.0273,2026807.0,2798,0,0,0,0,0,1,0,0,0,-0.36837728434291667
2018,8,41.3851,2.1734,7600065.0,8724,0,0,0,0,0,1,0,0,0,-0.1580892923346553
2018,11,39.4699,-0.3763,4963703.0,7805,0,0,0,0,0,1,0,0,0,-0.18280719096241657
2018,12,39.4765,-6.3722,1072863.0,1138,0,0,0,0,0,1,0,0,0,-0.43134814533331756
2018,13,42.5751,-8.1339,2701743.0,4806,0,0,0,0,0,1,0,0,0,-0.29950995925313256
2018,14,40.4168,-3.7038,6578079.0,6607,0,0,0,0,0,1,0,0,0,-0.23940625924623052
2018,15,37.9922,-1.1307,1478509.0,1502,0,0,0,0,0,1,0,0,0,-0.4157452222189691
2018,16,42.6954,-1.6761,647554.0,1495,0,0,0,0,0,1,0,0,0,-0.4325197995612404
2018,17,43.263,-2.9349,2199088.0,2605,0,0,0,0,0,1,0,0,0,-0.3755099748190938
2018,18,42.2871,-2.5396,315675.0,349,0,0,0,0,0,1,0,0,0,-0.4552673585482472
2018,9,35.8894,-5.3198,85144.0,385,0,0,0,0,0,1,0,0,0,-0.4488051818312384
2018,10,35.293,-2.9387,86384.0,314,0,0,0,0,0,1,0,0,0,-0.45877162160783297
2017,0,37.3873,-5.9869,8379820.0,13039,0,0,0,0,0,1,0,0,0,0.06318291826629402
2017,1,41.6488,-0.8891,1308750.0,1093,0,0,0,0,0,1,0,0,0,-0.42543989255026976
2017,2,43.3619,-5.8494,1034960.0,1052,0,0,0,0,0,1,0,0,0,-0.42249986994622235
2017,3,39.5712,2.6466,1115999.0,2534,0,0,0,0,0,1,0,0,0,-0.3697278317721089
2017,5,28.2916,-16.6291,2108121.0,3287,0,0,0,0,0,1,0,0,0,-0.3416797802355256
2017,4,43.1828,-3.9878,580295.0,695,0,0,0,0,0,1,0,0,0,-0.43732910799643526
2017,7,41.6523,-4.7245,2425801.0,2473,0,0,0,0,0,1,0,0,0,-0.36435875317766314
2017,6,39.8628,-4.0273,2031479.0,2598,0,0,0,0,0,1,0,0,0,-0.36362171028370577
2017,8,41.3851,2.1734,7555830.0,8273,0,0,0,0,0,1,0,0,0,-0.1641470065291086
2017,11,39.4699,-0.3763,4941509.0,7273,0,0,0,0,0,1,0,0,0,-0.16760943643033752
2017,12,39.4765,-6.3722,1079920.0,976,0,0,0,0,0,1,0,0,0,-0.43009004568512665
2017,13,42.5751,-8.1339,2708339.0,4424,0,0,0,0,0,1,0,0,0,-0.29473486833222745
2017,14,40.4168,-3.7038,6507184.0,5830,0,0,0,0,0,1,0,0,0,-0.22338719484727357
2017,15,37.9922,-1.1307,1470273.0,1392,0,0,0,0,0,1,0,0,0,-0.4139525034422776
2017,16,42.6954,-1.6761,643234.0,845,0,0,0,0,0,1,0,0,0,-0.4311668541905942
2017,17,43.263,-2.9349,2194158.0,2424,0,0,0,0,0,1,0,0,0,-0.3725862735804835
2017,18,42.2871,-2.5396,315381.0,294,0,0,0,0,0,1,0,0,0,-0.4541160671699092
2017,9,35.8894,-5.3198,84959.0,434,0,0,0,0,0,1,0,0,0,-0.4437710762694625
2017,10,35.293,-2.9387,86120.0,212,0,0,0,0,0,1,0,0,0,-0.45761908790199546
2016,0,37.3873,-5.9869,8388107.0,12880,0,0,0,0,0,1,0,0,0,0.10468489387961726
2016,1,41.6488,-0.8891,1308563.0,1043,0,0,0,0,0,1,0,0,0,-0.42309866393110857
2016,2,43.3619,-5.8494,1042608.0,1108,0,0,0,0,0,1,0,0,0,-0.4180249361159733
2016,3,39.5712,2.6466,1107220.0,2332,0,0,0,0,0,1,0,0,0,-0.36050279104238625
2016,5,28.2916,-16.6291,2101924.0,3029,0,0,0,0,0,1,0,0,0,-0.32723426130645883
2016,4,43.1828,-3.9878,582206.0,733,0,0,0,0,0,1,0,0,0,-0.4355227505427775
2016,7,41.6523,-4.7245,2447519.0,2404,0,0,0,0,0,1,0,0,0,-0.352500517871804
2016,6,39.8628,-4.0273,2041631.0,2612,0,0,0,0,0,1,0,0,0,-0.3527807639835542
2016,8,41.3851,2.1734,7522596.0,8126,0,0,0,0,0,1,0,0,0,-0.16443179055004362
2016,11,39.4699,-0.3763,4959968.0,7465,0,0,0,0,0,1,0,0,0,-0.1518083741443978
2016,12,39.4765,-6.3722,1087778.0,904,0,0,0,0,0,1,0,0,0,-0.42588679649237915
2016,13,42.5751,-8.1339,2718525.0,4197,0,0,0,0,0,1,0,0,0,-0.2825905905414631
2016,14,40.4168,-3.7038,6466996.0,5913,0,0,0,0,0,1,0,0,0,-0.20063504024767786
2016,15,37.9922,-1.1307,1464847.0,1261,0,0,0,0,0,1,0,0,0,-0.40875997135809683
2016,16,42.6954,-1.6761,640647.0,921,0,0,0,0,0,1,0,0,0,-0.4346208354941375
2016,17,43.263,-2.9349,2189534.0,2386,0,0,0,0,0,1,0,0,0,-0.36745279460440894
2016,18,42.2871,-2.5396,315794.0,347,0,0,0,0,0,1,0,0,0,-0.4534883179249935
2016,9,35.8894,-5.3198,84519.0,451,0,0,0,0,0,1,0,0,0,-0.43467247793401886
2016,10,35.293,-2.9387,86026.0,223,0,0,0,0,0,1,0,0,0,-0.45562559745161235
2015,0,37.3873,-5.9869,8399043.0,13484,0,0,0,0,0,1,0,0,0,0.15414101424709373
2015,1,41.6488,-0.8891,1317847.0,1054,0,0,0,0,0,1,0,0,0,-0.4185364514635334
2015,2,43.3619,-5.8494,1051229.0,1111,0,0,0,0,0,1,0,0,0,-0.4124452416959005
2015,3,39.5712,2.6466,1104479.0,2517,0,0,0,0,0,1,0,0,0,-0.3549124868662174
2015,5,28.2916,-16.6291,2100306.0,3140,0,0,0,0,0,1,0,0,0,-0.31448760900860157
2015,4,43.1828,-3.9878,585179.0,768,0,0,0,0,0,1,0,0,0,-0.4324956652803469
2015,7,41.6523,-4.7245,2472052.0,2626,0,0,0,0,0,1,0,0,0,-0.3364331015455605
2015,6,39.8628,-4.0273,2059191.0,2548,0,0,0,0,0,1,0,0,0,-0.3373589466789252
2015,8,41.3851,2.1734,7508106.0,7760,0,0,0,0,0,1,0,0,0,-0.157747462331214
2015,11,39.4699,-0.3763,4980689.0,7501,0,0,0,0,0,1,0,0,0,-0.13861811192339427
2015,12,39.4765,-6.3722,1092997.0,966,0,0,0,0,0,1,0,0,0,-0.4193197105212169
2015,13,42.5751,-8.1339,2732347.0,4513,0,0,0,0,0,1,0,0,0,-0.26322195236150625
2015,14,40.4168,-3.7038,6436996.0,6081,0,0,0,0,0,1,0,0,0,-0.18037915684373915
2015,15,37.9922,-1.1307,1467288.0,1411,0,0,0,0,0,1,0,0,0,-0.40524202503200457
2015,16,42.6954,-1.6761,640476.0,990,0,0,0,0,0,1,0,0,0,-0.4342987460154846
2015,17,43.263,-2.9349,2189257.0,2392,0,0,0,0,0,1,0,0,0,-0.35542345968654215
2015,18,42.2871,-2.5396,317053.0,339,0,0,0,0,0,1,0,0,0,-0.4512346836527581
2015,9,35.8894,-5.3198,84263.0,601,0,0,0,0,0,1,0,0,0,-0.41929345780967814
2015,10,35.293,-2.9387,85584.0,272,0,0,0,0,0,1,0,0,0,-0.45506791483078896
2014,0,37.3873,-5.9869,8402305.0,15092,0,0,0,0,0,1,0,0,0,0.20787503891083375
2014,1,41.6488,-0.8891,1325385.0,1212,0,0,0,0,0,1,0,0,0,-0.41307784354515464
2014,2,43.3619,-5.8494,1061756.0,1320,0,0,0,0,0,1,0,0,0,-0.40905993978529415
2014,3,39.5712,2.6466,1103442.0,2810,0,0,0,0,0,1,0,0,0,-0.35848309733070904
2014,5,28.2916,-16.6291,2104815.0,3681,0,0,0,0,0,1,0,0,0,-0.3011957360617159
2014,4,43.1828,-3.9878,588656.0,880,0,0,0,0,0,1,0,0,0,-0.4297105488867048
2014,7,41.6523,-4.7245,2494790.0,3050,0,0,0,0,0,1,0,0,0,-0.32067204930351767
2014,6,39.8628,-4.0273,2078611.0,2975,0,0,0,0,0,1,0,0,0,-0.3202094191196274
2014,8,41.3851,2.1734,7518903.0,7804,0,0,0,0,0,1,0,0,0,-0.10817109054130675
2014,11,39.4699,-0.3763,5004844.0,8470,0,0,0,0,0,1,0,0,0,-0.1353200580657447
2014,12,39.4765,-6.3722,1099632.0,1076,0,0,0,0,0,1,0,0,0,-0.4121111422832497
2014,13,42.5751,-8.1339,2748695.0,4801,0,0,0,0,0,1,0,0,0,-0.2365287004546109
2014,14,40.4168,-3.7038,6454440.0,7092,0,0,0,0,0,1,0,0,0,-0.17705566533775202
2014,15,37.9922,-1.1307,1466818.0,1534,0,0,0,0,0,1,0,0,0,-0.4024941226801525
2014,16,42.6954,-1.6761,640790.0,949,0,0,0,0,0,1,0,0,0,-0.4312003653316668
2014,17,43.263,-2.9349,2188985.0,2656,0,0,0,0,0,1,0,0,0,-0.34372677842582516
2014,18,42.2871,-2.5396,319002.0,384,0,0,0,0,0,1,0,0,0,-0.44824460997458393
2014,9,35.8894,-5.3198,84963.0,829,0,0,0,0,0,1,0,0,0,-0.4075160632545884
2014,10,35.293,-2.9387,84509.0,302,0,0,0,0,0,1,0,0,0,-0.4544919991107698
2013,0,37.3873,-5.9869,8440300.0,16119,0,0,0,0,0,1,0,0,0,0.2077995546132923
2013,1,41.6488,-0.8891,1347150.0,1225,0,0,0,0,0,1,0,0,0,-0.41101095376371366
2013,2,43.3619,-5.8494,1068165.0,1458,0,0,0,0,0,1,0,0,0,-0.4123638124911799
2013,3,39.5712,2.6466,1111674.0,3052,0,0,0,0,0,1,0,0,0,-0.37092686179142437
