,year,region,latitude,longitude,population,variable,value,1_against_people_indicator,2_against_freedom_indicator,3_sexual_freedom_indicator,4_family_relationships_indicator,5_property_crimes_indicator,6_collective_security_indicator,7_forgeries_indicator,8_public_administration_indicator,9_justice_administration_indicator,Values_year_PCA
416,2021,9,35.8894,-5.3198,84777.0,4_family_relationships,136.3911111111111,0,0,0,1,0,0,0,0,0,-0.4589259196779069
417,2021,10,35.293,-2.9387,86487.0,4_family_relationships,124.13305555555557,0,0,0,1,0,0,0,0,0,-0.459036583103352
418,2021,0,37.3873,-5.9869,8414240.0,5_property_crimes,244746.735,0,0,0,0,1,0,0,0,0,8.81371381922435
419,2021,1,41.6488,-0.8891,1319291.0,5_property_crimes,29133.951111111113,0,0,0,0,1,0,0,0,0,0.6932949321358546
420,2021,2,43.3619,-5.8494,1022800.0,5_property_crimes,18225.705277777775,0,0,0,0,1,0,0,0,0,0.2556627282961386
421,2021,3,39.5712,2.6466,1149460.0,5_property_crimes,54186.15277777778,0,0,0,0,1,0,0,0,0,1.7088502376638663
422,2021,5,28.2916,-16.6291,2153389.0,5_property_crimes,61230.96138888889,0,0,0,0,1,0,0,0,0,1.9576554245061966
423,2021,4,43.1828,-3.9878,581078.0,5_property_crimes,12383.662222222207,0,0,0,0,1,0,0,0,0,0.029632146462128407
424,2021,7,41.6523,-4.7245,2399548.0,5_property_crimes,54175.1252777778,0,0,0,0,1,0,0,0,0,1.6670078063128786
425,2021,6,39.8628,-4.0273,2032863.0,5_property_crimes,47156.45638888883,0,0,0,0,1,0,0,0,0,1.4221599531432125
426,2021,8,41.3851,2.1734,7675217.0,5_property_crimes,354290.6663888889,0,0,0,0,1,0,0,0,0,14.85129186409352
427,2021,11,39.4699,-0.3763,5003769.0,5_property_crimes,179758.20833333328,0,0,0,0,1,0,0,0,0,6.248394640534851
428,2021,12,39.4765,-6.3722,1067710.0,5_property_crimes,18461.021944444445,0,0,0,0,1,0,0,0,0,0.2449125050418639
429,2021,13,42.5751,-8.1339,2699499.0,5_property_crimes,53176.403611111105,0,0,0,0,1,0,0,0,0,1.6468908148308252
430,2021,14,40.4168,-3.7038,6663394.0,5_property_crimes,315133.431388889,0,0,0,0,1,0,0,0,0,12.140323087798324
431,2021,15,37.9922,-1.1307,1493898.0,5_property_crimes,39107.44222222223,0,0,0,0,1,0,0,0,0,1.0921067548988659
432,2021,16,42.6954,-1.6761,654214.0,5_property_crimes,18343.894444444442,0,0,0,0,1,0,0,0,0,0.30618983239849906
433,2021,17,43.263,-2.9349,2207776.0,5_property_crimes,63402.969444444454,0,0,0,0,1,0,0,0,0,2.144756711590831
434,2021,18,42.2871,-2.5396,316798.0,5_property_crimes,6029.269166666668,0,0,0,0,1,0,0,0,0,-0.23262108818204127
435,2021,9,35.8894,-5.3198,84777.0,5_property_crimes,2562.6727777777774,0,0,0,0,1,0,0,0,0,-0.3762344425393364
436,2021,10,35.293,-2.9387,86487.0,5_property_crimes,2930.092500000003,0,0,0,0,1,0,0,0,0,-0.3392348898738257
437,2021,0,37.3873,-5.9869,8414240.0,6_collective_security,14068.496944444469,0,0,0,0,0,1,0,0,0,0.07758113386096759
438,2021,1,41.6488,-0.8891,1319291.0,6_collective_security,1134.8708333333323,0,0,0,0,0,1,0,0,0,-0.412757107238725
439,2021,2,43.3619,-5.8494,1022800.0,6_collective_security,1095.6730555555553,0,0,0,0,0,1,0,0,0,-0.417686832767218
440,2021,3,39.5712,2.6466,1149460.0,6_collective_security,2620.2230555555557,0,0,0,0,0,1,0,0,0,-0.35644514934776755
441,2021,5,28.2916,-16.6291,2153389.0,6_collective_security,3425.0238888888894,0,0,0,0,0,1,0,0,0,-0.33155734207726517
442,2021,4,43.1828,-3.9878,581078.0,6_collective_security,771.1216666666669,0,0,0,0,0,1,0,0,0,-0.4323551580829112
443,2021,7,41.6523,-4.7245,2399548.0,6_collective_security,2547.0430555555554,0,0,0,0,0,1,0,0,0,-0.3564556262660906
444,2021,6,39.8628,-4.0273,2032863.0,6_collective_security,2632.455277777778,0,0,0,0,0,1,0,0,0,-0.3497965035498991
445,2021,8,41.3851,2.1734,7675217.0,6_collective_security,8153.667222222223,0,0,0,0,0,1,0,0,0,-0.1276948300035369
446,2021,11,39.4699,-0.3763,5003769.0,6_collective_security,7878.66,0,0,0,0,0,1,0,0,0,-0.16758577960078036
447,2021,12,39.4765,-6.3722,1067710.0,6_collective_security,1059.5655555555556,0,0,0,0,0,1,0,0,0,-0.4170571992091784
448,2021,13,42.5751,-8.1339,2699499.0,6_collective_security,4409.45,0,0,0,0,0,1,0,0,0,-0.2779003687248774
449,2021,14,40.4168,-3.7038,6663394.0,6_collective_security,6166.503055555537,0,0,0,0,0,1,0,0,0,-0.2027687149518675
450,2021,15,37.9922,-1.1307,1493898.0,6_collective_security,1616.3322222222248,0,0,0,0,0,1,0,0,0,-0.4017149076100672
451,2021,16,42.6954,-1.6761,654214.0,6_collective_security,952.6074999999998,0,0,0,0,0,1,0,0,0,-0.4101084820413506
452,2021,17,43.263,-2.9349,2207776.0,6_collective_security,2453.7502777777736,0,0,0,0,0,1,0,0,0,-0.3601410758244531
453,2021,18,42.2871,-2.5396,316798.0,6_collective_security,400.3308333333341,0,0,0,0,0,1,0,0,0,-0.44655744236513684
454,2021,9,35.8894,-5.3198,84777.0,6_collective_security,476.58833333333286,0,0,0,0,0,1,0,0,0,-0.44304508127999714
455,2021,10,35.293,-2.9387,86487.0,6_collective_security,305.59722222222246,0,0,0,0,0,1,0,0,0,-0.4489010609878904
456,2021,0,37.3873,-5.9869,8414240.0,7_forgeries,3570.268055555552,0,0,0,0,0,0,1,0,0,-0.31501003845311504
457,2021,1,41.6488,-0.8891,1319291.0,7_forgeries,526.6402777777778,0,0,0,0,0,0,1,0,0,-0.4442320931909791
458,2021,2,43.3619,-5.8494,1022800.0,7_forgeries,334.57083333333327,0,0,0,0,0,0,1,0,0,-0.4525840507193259
459,2021,3,39.5712,2.6466,1149460.0,7_forgeries,713.7769444444452,0,0,0,0,0,0,1,0,0,-0.43668003114651066
460,2021,5,28.2916,-16.6291,2153389.0,7_forgeries,911.6969444444442,0,0,0,0,0,0,1,0,0,-0.4249817628838695
461,2021,4,43.1828,-3.9878,581078.0,7_forgeries,269.84027777777754,0,0,0,0,0,0,1,0,0,-0.4550417169037384
462,2021,7,41.6523,-4.7245,2399548.0,7_forgeries,869.298888888889,0,0,0,0,0,0,1,0,0,-0.428967148540193
463,2021,6,39.8628,-4.0273,2032863.0,7_forgeries,984.6211111111108,0,0,0,0,0,0,1,0,0,-0.41937228021292966
464,2021,8,41.3851,2.1734,7675217.0,7_forgeries,3317.7569444444453,0,0,0,0,0,0,1,0,0,-0.32587250846475246
465,2021,11,39.4699,-0.3763,5003769.0,7_forgeries,2897.2333333333327,0,0,0,0,0,0,1,0,0,-0.3416220077108404
466,2021,12,39.4765,-6.3722,1067710.0,7_forgeries,533.0688888888889,0,0,0,0,0,0,1,0,0,-0.4438766060057879
467,2021,13,42.5751,-8.1339,2699499.0,7_forgeries,823.4808333333345,0,0,0,0,0,0,1,0,0,-0.42938627048789996
468,2021,14,40.4168,-3.7038,6663394.0,7_forgeries,3389.4858333333345,0,0,0,0,0,0,1,0,0,-0.32263491703511266
469,2021,15,37.9922,-1.1307,1493898.0,7_forgeries,723.6736111111109,0,0,0,0,0,0,1,0,0,-0.43540991523787703
470,2021,16,42.6954,-1.6761,654214.0,7_forgeries,501.0255555555555,0,0,0,0,0,0,1,0,0,-0.4474862794987869
471,2021,17,43.263,-2.9349,2207776.0,7_forgeries,1049.8888888888885,0,0,0,0,0,0,1,0,0,-0.41933250978716
472,2021,18,42.2871,-2.5396,316798.0,7_forgeries,243.70194444444434,0,0,0,0,0,0,1,0,0,-0.4576270541084802
473,2021,9,35.8894,-5.3198,84777.0,7_forgeries,580.2519444444446,0,0,0,0,0,0,1,0,0,-0.43930781064574
474,2021,10,35.293,-2.9387,86487.0,7_forgeries,265.2730555555554,0,0,0,0,0,0,1,0,0,-0.4534118923532973
475,2021,0,37.3873,-5.9869,8414240.0,8_public_administration,304.99944444444446,0,0,0,0,0,0,0,1,0,-0.4557155247648884
476,2021,1,41.6488,-0.8891,1319291.0,8_public_administration,56.29638888888889,0,0,0,0,0,0,0,1,0,-0.4598078233931386
477,2021,2,43.3619,-5.8494,1022800.0,8_public_administration,52.042777777777786,0,0,0,0,0,0,0,1,0,-0.4598880387011647
478,2021,3,39.5712,2.6466,1149460.0,8_public_administration,87.47083333333333,0,0,0,0,0,0,0,1,0,-0.4595876772217076
479,2021,5,28.2916,-16.6291,2153389.0,8_public_administration,252.07083333333338,0,0,0,0,0,0,0,1,0,-0.4578609112428769
480,2021,4,43.1828,-3.9878,581078.0,8_public_administration,48.28055555555553,0,0,0,0,0,0,0,1,0,-0.45996341127057666
481,2021,7,41.6523,-4.7245,2399548.0,8_public_administration,66.68388888888889,0,0,0,0,0,0,0,1,0,-0.45930274793745474
482,2021,6,39.8628,-4.0273,2032863.0,8_public_administration,87.06333333333332,0,0,0,0,0,0,0,1,0,-0.45834065272532487
483,2021,8,41.3851,2.1734,7675217.0,8_public_administration,174.0427777777778,0,0,0,0,0,0,0,1,0,-0.45757795833819104
484,2021,11,39.4699,-0.3763,5003769.0,8_public_administration,133.313888888889,0,0,0,0,0,0,0,1,0,-0.4574745867019025
485,2021,12,39.4765,-6.3722,1067710.0,8_public_administration,64.26944444444445,0,0,0,0,0,0,0,1,0,-0.4597602596592864
486,2021,13,42.5751,-8.1339,2699499.0,8_public_administration,73.40777777777777,0,0,0,0,0,0,0,1,0,-0.4593497958947938
487,2021,14,40.4168,-3.7038,6663394.0,8_public_administration,155.10083333333344,0,0,0,0,0,0,0,1,0,-0.4577535033444664
488,2021,15,37.9922,-1.1307,1493898.0,8_public_administration,72.77027777777779,0,0,0,0,0,0,0,1,0,-0.4593556636690625
489,2021,16,42.6954,-1.6761,654214.0,8_public_administration,62.95388888888888,0,0,0,0,0,0,0,1,0,-0.4593652691948819
490,2021,17,43.263,-2.9349,2207776.0,8_public_administration,57.400555555555535,0,0,0,0,0,0,0,1,0,-0.4594989094936571
491,2021,18,42.2871,-2.5396,316798.0,8_public_administration,58.27305555555556,0,0,0,0,0,0,0,1,0,-0.4599131628909686
492,2021,9,35.8894,-5.3198,84777.0,8_public_administration,62.5511111111111,0,0,0,0,0,0,0,1,0,-0.45969240369785985
493,2021,10,35.293,-2.9387,86487.0,8_public_administration,59.051666666666655,0,0,0,0,0,0,0,1,0,-0.4599885181666246
494,2021,0,37.3873,-5.9869,8414240.0,9_justice_administration,6212.803333333336,0,0,0,0,0,0,0,0,1,-0.21161089661116
495,2021,1,41.6488,-0.8891,1319291.0,9_justice_administration,837.288888888889,0,0,0,0,0,0,0,0,1,-0.43293169393834635
496,2021,2,43.3619,-5.8494,1022800.0,9_justice_administration,837.0575000000003,0,0,0,0,0,0,0,0,1,-0.4382409596644736
497,2021,3,39.5712,2.6466,1149460.0,9_justice_administration,1125.81,0,0,0,0,0,0,0,0,1,-0.4215309234995081
498,2021,5,28.2916,-16.6291,2153389.0,9_justice_administration,1969.2397222222226,0,0,0,0,0,0,0,0,1,-0.399509032464876
499,2021,4,43.1828,-3.9878,581078.0,9_justice_administration,409.3049999999998,0,0,0,0,0,0,0,0,1,-0.4488993236847396
500,2021,7,41.6523,-4.7245,2399548.0,9_justice_administration,1203.3125000000002,0,0,0,0,0,0,0,0,1,-0.41730326004637
501,2021,6,39.8628,-4.0273,2032863.0,9_justice_administration,1240.263888888889,0,0,0,0,0,0,0,0,1,-0.4163185197657726
502,2021,8,41.3851,2.1734,7675217.0,9_justice_administration,3476.9699999999953,0,0,0,0,0,0,0,0,1,-0.32713539846068596
503,2021,11,39.4699,-0.3763,5003769.0,9_justice_administration,4632.443611111111,0,0,0,0,0,0,0,0,1,-0.2907064966529625
504,2021,12,39.4765,-6.3722,1067710.0,9_justice_administration,871.1919444444446,0,0,0,0,0,0,0,0,1,-0.43575357718225327
505,2021,13,42.5751,-8.1339,2699499.0,9_justice_administration,1292.3938888888888,0,0,0,0,0,0,0,0,1,-0.41006886332845494
506,2021,14,40.4168,-3.7038,6663394.0,9_justice_administration,4245.163055555556,0,0,0,0,0,0,0,0,1,-0.2876376080030288
507,2021,15,37.9922,-1.1307,1493898.0,9_justice_administration,958.633333333333,0,0,0,0,0,0,0,0,1,-0.42237807065181976
508,2021,16,42.6954,-1.6761,654214.0,9_justice_administration,488.0697222222223,0,0,0,0,0,0,0,0,1,-0.44534759011754843
509,2021,17,43.263,-2.9349,2207776.0,9_justice_administration,1659.5541666666672,0,0,0,0,0,0,0,0,1,-0.40249929894525366
510,2021,18,42.2871,-2.5396,316798.0,9_justice_administration,261.75361111111107,0,0,0,0,0,0,0,0,1,-0.4530345831624539
511,2021,9,35.8894,-5.3198,84777.0,9_justice_administration,271.358611111111,0,0,0,0,0,0,0,0,1,-0.4534652572024584
512,2021,10,35.293,-2.9387,86487.0,9_justice_administration,177.55694444444444,0,0,0,0,0,0,0,0,1,-0.4569520051685775
